Date,HarvestedPixelCountRed,HarvestedPixelCountBlue,HarvestedPixelCountGreen,Cloud,
2017-01-01,1940,4376,1356,0
2017-01-11,1433,12473,10096,0
2017-02-10,975,10323,13481,0
2017-02-20,1328,9529,23532,0
2017-03-02,1007,10601,16955,0
2017-03-12,1040,11973,9155,0
2017-04-01,1056,15127,12763,0
2017-04-11,690,20323,9699,0
2017-05-01,1688,5442,3111,0
2017-05-11,2986,22280,6613,0
2017-05-21,2958,20632,6949,0
2017-05-31,5524,15388,4931,0
2017-06-20,3345,17170,4862,0
2017-07-10,3867,8118,2189,0
2017-07-20,7289,13999,2074,0
2017-07-30,14788,4728,225,0
2017-08-09,13430,7897,663,0
2017-08-19,14346,7407,556,0
2017-09-08,28922,1977,1,0
2017-09-18,26985,1612,2,0
2017-09-28,35900,70,0,0
2017-10-08,29030,115,0,0
2017-10-28,14831,2178,12,0
2017-11-07,8480,10069,455,0
2017-11-17,7093,8243,1200,0
2017-11-27,1721,3305,909,0
2017-12-07,462,13802,11393,0
2017-12-17,1963,9398,9390,0
2017-12-27,1042,10790,3611,0
2018-01-06,1106,13546,2201,0
2018-01-26,1377,9321,421,0
2018-02-15,2035,3296,55,0
2018-03-17,229,13348,12870,0
2018-04-16,932,7824,6099,0
2018-04-26,770,12209,18086,0
2018-05-06,2574,15118,6220,0
2018-05-26,2299,11141,1211,0
2018-06-05,4848,15605,2682,0
2018-06-15,6791,4327,341,0
2018-06-25,20480,8931,882,0
2018-07-05,22800,7172,198,0
2018-07-15,26665,7104,180,0
2018-07-25,28086,5563,98,0
2018-08-04,32037,2260,3,0
2018-08-14,35489,958,0,0
2018-08-24,38154,371,0,0
2018-09-03,41449,240,0,0
2018-09-13,38139,62,0,0
2018-10-03,37345,23,0,0
2018-10-23,28941,7,0,0
2018-11-02,33841,113,0,0
2018-11-12,30834,217,0,0
2018-11-22,26917,152,3,0
2018-12-02,31625,123,0,0
2019-01-01,31616,123,0,0
2019-01-21,839,11055,16336,0
2019-02-20,1178,12296,17518,0
2019-03-02,1613,8529,8016,0
2019-03-12,331,11949,19015,0
2019-04-11,1248,16838,6811,0
2019-04-21,1610,10043,4362,0
2019-05-01,1,13060,121,0
2019-05-11,1440,16585,10228,0
2019-05-21,104,2920,323,0
2019-06-10,283,360,0,0
2019-06-20,2749,17670,6161,0
2019-06-30,6213,16075,4647,0
2019-07-20,7313,15404,2656,0
2019-07-30,9646,13551,1397,0
2019-08-09,12549,11694,1953,0
