Date,HarvestedPixelCountRed,HarvestedPixelCountBlue,HarvestedPixelCountGreen,Cloud,
2017-01-01,6455,5808,1342,0
2017-01-11,2659,12763,6025,0
2017-02-10,3485,11163,10117,0
2017-02-20,2549,14972,17344,0
2017-03-02,2690,12326,12098,0
2017-03-12,3745,11786,8738,0
2017-04-01,5411,23791,6482,0
2017-04-11,4404,33810,1381,0
2017-05-01,4376,23587,1048,0
2017-05-11,7097,32298,251,0
2017-05-21,6228,18898,546,0
2017-05-31,7017,24667,923,0
2017-06-20,8769,23014,1244,0
2017-07-10,9331,11457,382,0
2017-07-20,22120,14683,709,0
2017-07-30,22986,8814,342,0
2017-08-09,29192,9138,1041,0
2017-08-19,30500,8511,1375,0
2017-09-08,36048,6233,249,0
2017-09-18,39549,2860,8,0
2017-09-28,43372,1764,0,0
2017-10-08,38149,889,0,0
2017-10-28,23656,2798,65,0
2017-11-07,15412,7892,1035,0
2017-11-17,8470,10155,2820,0
2017-11-27,5207,13421,3769,0
2017-12-07,2723,15776,8920,0
2017-12-17,3346,14244,7596,0
2017-12-27,4651,17079,6005,0
2018-01-06,3233,14610,4700,0
2018-01-26,2426,13053,4881,0
2018-02-15,3016,5048,3251,0
2018-03-17,1893,8876,13028,0
2018-04-16,2950,10788,5276,0
2018-04-26,5358,12934,18225,0
2018-05-06,5433,10241,9561,0
2018-05-26,9364,15607,3231,0
2018-06-05,14907,15406,6800,0
2018-06-15,16328,15734,2692,0
2018-06-25,15998,2395,41,0
2018-07-05,22250,10948,1790,0
2018-07-15,28950,10436,2643,0
2018-07-25,29463,9175,2430,0
2018-08-04,29166,7270,949,0
2018-08-14,37284,6788,428,0
2018-08-24,40954,5093,98,0
2018-09-03,42035,2855,4,0
2018-09-13,41710,1843,4,0
2018-10-03,44981,144,0,0
2018-10-23,43099,270,0,0
2018-11-02,40074,841,2,0
2018-11-12,31042,1900,5,0
2018-11-22,31794,1500,1,0
2018-12-02,29613,383,0,0
2019-01-01,4149,16079,5468,0
2019-01-21,2628,17385,13954,0
2019-02-20,1818,21716,13228,0
2019-03-02,1711,15158,15108,0
2019-03-12,2019,14949,20604,0
2019-04-11,4946,22812,6567,0
2019-04-21,2762,5728,1784,0
2019-05-01,2311,208,0,0
2019-05-11,5718,17413,12437,0
2019-05-21,3185,5603,2605,0
2019-06-10,1247,4407,227,0
2019-06-20,6769,18235,7691,0
2019-06-30,8324,16626,8905,0
2019-07-20,10108,15321,7671,0
2019-07-30,14532,8022,4944,0
2019-08-09,17968,8899,8314,0
