Date,HarvestedPixelCountRed,HarvestedPixelCountBlue,HarvestedPixelCountGreen,Cloud,
2017-01-01,55680,19370,2318,0
2017-01-11,15128,34732,19105,0
2017-02-10,6114,30489,52635,0
2017-02-20,8700,39030,27498,0
2017-03-02,28118,17298,14258,0
2017-03-12,14146,29275,30047,0
2017-04-01,15536,69268,2393,0
2017-04-11,16141,67016,1393,0
2017-05-01,25679,41160,919,0
2017-05-11,16228,89966,3240,0
2017-05-21,33221,23164,770,0
2017-05-31,38086,15058,172,0
2017-06-20,17149,60409,7349,0
2017-07-10,27764,47909,4885,0
2017-07-20,35863,46117,12716,0
2017-07-30,56713,32375,2618,0
2017-08-09,54599,42214,6173,0
2017-08-19,58686,37760,5621,0
2017-09-08,87930,18489,326,0
2017-09-18,99888,11084,42,0
2017-09-28,116060,2221,5,0
2017-10-08,121090,1269,0,0
2017-10-28,86617,10660,825,0
2017-11-07,71778,17908,2672,0
2017-11-17,66036,12071,2614,0
2017-11-27,29329,36987,4846,0
2017-12-07,16089,43806,17323,0
2017-12-17,12600,42839,35919,0
2017-12-27,18203,43067,19667,0
2018-01-06,30551,28888,12598,0
2018-01-26,29819,22233,10472,0
2018-02-15,36419,10704,4045,0
2018-03-17,11662,24354,44474,0
2018-04-16,8539,38658,13448,0
2018-04-26,9726,18337,68073,0
2018-05-06,37605,16521,15462,0
2018-05-26,27884,42101,4883,0
2018-06-05,22318,41924,24676,0
2018-06-15,28072,45015,16264,0
2018-06-25,54799,12906,98,0
2018-07-05,57491,24902,4321,0
2018-07-15,58681,33939,7082,0
2018-07-25,79692,11072,36,0
2018-08-04,78020,22797,934,0
2018-08-14,103910,5509,8,0
2018-08-24,102348,13055,18,0
2018-09-03,109532,8531,6,0
2018-09-13,120168,3979,0,0
2018-10-03,123709,3061,12,0
2018-10-23,117249,3587,180,0
2018-11-02,97516,4386,42,0
2018-11-12,68180,16413,845,0
2018-11-22,65329,18160,783,0
2018-12-02,56580,24070,1,0
2019-01-01,55285,23887,1,0
2019-01-21,11686,24177,34640,0
2019-02-20,10185,34549,46570,0
2019-03-02,15826,30840,32352,0
2019-03-12,11465,23320,61612,0
2019-04-11,12311,57520,10023,0
2019-04-21,11072,41370,3112,0
2019-05-01,11400,28659,2849,0
2019-05-11,8429,16987,69371,0
2019-05-21,4248,42562,25401,0
2019-06-10,60782,10697,5275,0
2019-06-20,11288,24078,54620,0
2019-06-30,23849,18091,51999,0
2019-07-20,31618,27053,30438,0
2019-07-30,49116,22860,10647,0
2019-08-09,51376,20436,31924,0
