Date,HarvestedPixelCountRed,HarvestedPixelCountBlue,HarvestedPixelCountGreen,Cloud,
2017-01-01,19941,30748,8263,0
2017-01-11,850,34884,5201,0
2017-02-10,6370,38595,55210,0
2017-02-20,9013,38871,54993,0
2017-03-02,5305,37902,38318,0
2017-03-12,7627,31049,50310,0
2017-04-01,21121,77828,8838,0
2017-04-11,15975,86580,3514,0
2017-05-01,12625,57086,2134,0
2017-05-11,16443,95317,9720,0
2017-05-21,7801,37111,4981,0
2017-05-31,22564,14377,159,0
2017-06-20,17989,59415,14804,0
2017-07-10,12770,27847,5921,0
2017-07-20,35776,42900,31573,0
2017-07-30,35824,24855,17442,0
2017-08-09,51429,44339,17470,0
2017-08-19,62943,37582,14379,0
2017-09-08,80904,27306,1984,0
2017-09-18,60372,11783,624,0
2017-09-28,70144,4348,4,0
2017-10-08,81778,3370,207,0
2017-10-28,55846,28226,1354,0
2017-11-07,40015,38449,6972,0
2017-11-17,20678,31163,11446,0
2017-11-27,10617,46827,19806,0
2017-12-07,6356,53257,32019,0
2017-12-17,8191,47387,34937,0
2017-12-27,10725,50810,39963,0
2018-01-06,9931,40503,17375,0
2018-01-26,7484,23619,2146,0
2018-02-15,5691,15124,1826,0
2018-03-17,1715,33672,41759,0
2018-04-16,2397,52376,14998,0
2018-04-26,5109,26816,83006,0
2018-05-06,16963,15059,39490,0
2018-05-26,11668,6041,49,0
2018-06-05,18322,46414,37736,0
2018-06-15,18542,49015,32365,0
2018-06-25,16712,18582,171,0
2018-07-05,31761,48844,16192,0
2018-07-15,35747,44340,22122,0
2018-07-25,42195,47099,10406,0
2018-08-04,49192,35433,2921,0
2018-08-14,49217,6542,225,0
2018-08-24,92731,20573,123,0
2018-09-03,108251,15324,126,0
2018-09-13,101558,7074,83,0
2018-10-03,110976,4506,78,0
2018-10-23,79568,3098,59,0
2018-11-02,75824,8470,241,0
2018-11-12,59436,24192,875,0
2018-11-22,57736,29635,727,0
2018-12-02,43577,18307,15,0
2019-01-01,41084,14668,0,0
2019-01-21,4093,23525,37857,0
2019-02-20,6505,46876,53073,0
2019-03-02,16382,33980,58298,0
2019-03-12,15702,32984,67213,0
2019-04-11,6572,54864,19071,0
2019-04-21,1931,19824,204,0
2019-05-01,3066,33541,6093,0
2019-05-11,5731,27141,86239,0
2019-05-21,1541,59164,24442,0
2019-06-10,3225,22140,9591,0
2019-06-20,10277,28987,77378,0
2019-06-30,15691,28665,77357,0
2019-07-20,20613,28259,56860,0
2019-07-30,13321,34726,20502,0
2019-08-09,25187,28179,64648,0
